Aménagement cycle;Aménagement cycle simplifié;Avancement;Sens de circulation vélo;Hors voirie;Nom de la commune;Création de voie pour cycle;Longueur en mètres;Date de mise à jour de la donnée;geo_shape;geo_point_2d
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Sennecey-lès-Dijon;;27.949922721360096;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.100381640734157, 47.290572115924554], [5.100162003144214, 47.2903699276988]], ""type"": ""LineString""}";47.290471021811676, 5.100271821939185
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Sennecey-lès-Dijon;;110.186567240417;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.098863336337989, 47.28917474916546], [5.0985308473033335, 47.28886836921625], [5.097812498417703, 47.288502868003114]], ""type"": ""LineString""}";47.28880634489709, 5.09836049160986
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Chenôve;;118.759611375754;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.008038349566864, 47.29715024641874], [5.008853007646757, 47.29806352921793]], ""type"": ""LineString""}";47.29760688781833, 5.008445678606811
Itinéraire conseillé;;Réalisé;Un;NON;Dijon;;54.5815974625477;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.028052857847136, 47.326325639254705], [5.028462456250704, 47.32632678939178], [5.028772093123885, 47.3262980615369]], ""type"": ""LineString""}";47.32632026362393, 5.028412853098877
Itinéraire conseillé;;Réalisé;Un;NON;Dijon;;71.6252178804365;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.027105292336575, 47.326320695875395], [5.028052857847136, 47.326325639254705]], ""type"": ""LineString""}";47.32632316756505, 5.027579075091856
Couloir Bus/Vélo;Couloir Bus;Réalisé;Deux;NON;Dijon;;471.002706517938;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.003656674407964, 47.32808516399732], [5.003670740490479, 47.32807943853131], [5.005316481487218, 47.32740957625947], [5.005571162224034, 47.32730595156408], [5.005809104190121, 47.327209102762914], [5.0060144050597755, 47.32711867791154], [5.006204631841893, 47.32702068045392], [5.00643993282799, 47.32688428951045], [5.006561641938655, 47.326747641598224], [5.006761056482886, 47.326523604258895], [5.006930255717623, 47.32633338639033], [5.007289504622486, 47.32593050663597], [5.007694012153689, 47.3255407111858], [5.008033672366857, 47.325213833680735]], ""type"": ""LineString""}";47.326870961350316, 5.005993950060059
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;276.724019270076;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.084630579287645, 47.29000701483363], [5.08509134374714, 47.29014020784436], [5.085549995861854, 47.29023224195905], [5.086097370836991, 47.29028095547179], [5.086828540356925, 47.29036649786241], [5.087320106212296, 47.29051962241726], [5.087750090099783, 47.29063286439429], [5.088107262774028, 47.29072899293559]], ""type"": ""LineString""}";47.29034749334126, 5.086373023361815
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;113.604930600745;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.088107262774028, 47.29072899293559], [5.089501049141018, 47.29110982849003]], ""type"": ""LineString""}";47.29091941071281, 5.088804155957523
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Sennecey-lès-Dijon;;255.26246241484702;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.10178832051501, 47.29263932788418], [5.101703152499957, 47.29235150785164], [5.101632345673315, 47.29213352371656], [5.1015267097809325, 47.29196151748936], [5.100381640734157, 47.290572115924554]], ""type"": ""LineString""}";47.29156306034278, 5.101162485664836
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Chevigny-Saint-Sauveur;;377.982975114003;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.104106751110441, 47.29992225394812], [5.104422994128534, 47.30040789931634], [5.1047502562422515, 47.30107428142868], [5.1048016685330415, 47.30134842103974], [5.104857555143317, 47.30170894529179], [5.10487692089373, 47.30208286294382], [5.1048655925279975, 47.30258268380064], [5.104722077100765, 47.303228774051746]], ""type"": ""LineString""}";47.30152508474819, 5.104683572352383
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Saint-Apollinaire;;24.9315285101014;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.10202106311129, 47.354201587603896], [5.10230121692822, 47.35408305772348]], ""type"": ""LineString""}";47.35414232266369, 5.102161140019755
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;132.02002180816302;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.036516810530325, 47.32329926799589], [5.035416601412846, 47.3234816273724], [5.034971532791261, 47.32319393330943]], ""type"": ""LineString""}";47.323373482083504, 5.035717817728861
Couloir Bus/Vélo;Couloir Bus;Réalisé;Un;NON;Dijon;;53.762277550899896;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.05611780744796, 47.33000243852907], [5.055962189987582, 47.32953054771221]], ""type"": ""LineString""}";47.329766493120644, 5.056039998717771
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;50.7835418308415;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.055852698375978, 47.3291985238518], [5.055809907716504, 47.3290687653067], [5.055821229637124, 47.328745025223064]], ""type"": ""LineString""}";47.3289741623955, 5.055820236412575
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;35.079449792863095;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.048289133553717, 47.309730730087004], [5.04871178250093, 47.30960057796972]], ""type"": ""LineString""}";47.309665654028365, 5.048500458027324
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Fontaine-lès-Dijon;;10.0819608931001;2021-02-18T02:00:00+01:00;"{""coordinates"": [[5.029207362819998, 47.35040003293091], [5.02911576270744, 47.35033408432771]], ""type"": ""LineString""}";47.3503670586293, 5.0291615627637185
Couloir Bus/Vélo;Couloir Bus;Réalisé;Deux;NON;Dijon;;32.567985557573;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.030076643537863, 47.314939325735374], [5.0300354575706265, 47.315009967781194], [5.029876529010305, 47.315066435043555], [5.029742710196371, 47.31503909819701]], ""type"": ""LineString""}";47.31502991335914, 5.029925477109074
Itinéraire conseillé;;Réalisé;Un;NON;Dijon;;184.997560309311;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.0273889157105245, 47.31366803617966], [5.026774096767383, 47.31346605400475], [5.027175243440719, 47.31274271752713], [5.027439468447751, 47.31235572843486]], ""type"": ""LineString""}";47.31312459593457, 5.027090494991408
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;55.369477225001894;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.039731859078786, 47.33835809142192], [5.0401266478111175, 47.33793851284755]], ""type"": ""LineString""}";47.338148302134734, 5.039929253444951
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;17.65437809493;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.05613454260762, 47.33678415981066], [5.056016765111671, 47.33673011372175], [5.055957259794661, 47.33668285355614]], ""type"": ""LineString""}";47.33673841319673, 5.056042888191981
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;346.801021391898;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.044242357593087, 47.31324529875428], [5.04453659034565, 47.31253874611673], [5.045496416411518, 47.310244572466615]], ""type"": ""LineString""}";47.31174474926767, 5.044868940570236
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;117.22722230440101;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.046507875769443, 47.35430108696025], [5.047461171693761, 47.35488178085293], [5.047663602849178, 47.35500473002971]], ""type"": ""LineString""}";47.3546530169695, 5.047085673329383
Piste cyclable unidirectionnelle;Piste cyclable;En projet;;;Fontaine-lès-Dijon;;272.81153464414405;;"{""coordinates"": [[5.038894386404328, 47.33947044818088], [5.038814552691333, 47.33958078241849], [5.038674583715233, 47.33988463596675], [5.038604994096242, 47.34010830575445], [5.038532110347368, 47.34034798321596], [5.038513412759215, 47.34041286410864], [5.038475189172828, 47.340547235058665], [5.038448559282358, 47.34064641285467], [5.038430803698652, 47.34071685149668], [5.038419727416255, 47.34086696965107], [5.038389063417502, 47.34110890006123], [5.038360055169996, 47.34134692199213], [5.0383468943784955, 47.34142967445233], [5.038328348189169, 47.34154468383319], [5.038313064973114, 47.341637837148895], [5.03829387921833, 47.341693098444544], [5.038259322120203, 47.34179264133317], [5.038231529498129, 47.34185836419115], [5.038229821962088, 47.34186241482713], [5.038229119333885, 47.34186408293937], [5.038226687491026, 47.34186985786041]], ""type"": ""LineString""}";47.34065011861047, 5.03850123776775
Piste cyclable unidirectionnelle;Piste cyclable;En projet;;;Fontaine-lès-Dijon;;146.965315734385;;"{""coordinates"": [[5.038226687491026, 47.34186985786041], [5.038204219576502, 47.34192317687402], [5.038148184154815, 47.34203267200516], [5.038108722059025, 47.34208498683661], [5.038058909787286, 47.34214735403149], [5.037989922975575, 47.34222331030123], [5.037895702461113, 47.34232136716117], [5.0378613139273805, 47.342353582694734], [5.037840151778314, 47.34246928338391], [5.037821671108549, 47.34256989152191], [5.037804854709229, 47.34266154932854], [5.037795167746922, 47.34274755070643], [5.037774957782617, 47.34292659319126], [5.037741636670163, 47.343106373224416], [5.037738457798786, 47.34312351986536]], ""type"": ""LineString""}";47.342468665121814, 5.037914681022683
Piste cyclable unidirectionnelle;Piste cyclable;En projet;Un;;Dijon;;40.608195394033494;2021-08-30T04:00:00+02:00;"{""coordinates"": [[5.055969684977977, 47.307537607254865], [5.055613373203445, 47.307264297651635]], ""type"": ""LineString""}";47.30740095245325, 5.055791529090711
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;257.259334216916;2021-01-22T02:00:00+01:00;"{""coordinates"": [[5.0853637927354205, 47.30849896575791], [5.086863329189847, 47.30822590677107], [5.087273086365437, 47.30815230419242], [5.087728634142681, 47.308068468301784], [5.088226371258335, 47.30788841465114], [5.088509377468738, 47.30770539131716]], ""type"": ""LineString""}";47.308184224136305, 5.086965657523438
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;120.633474634945;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.064361073027627, 47.31544398772051], [5.065841987527074, 47.31503996802136]], ""type"": ""LineString""}";47.31524197787095, 5.065101530277351
Piste cyclable unidirectionnelle;Piste cyclable;En projet;;;Dijon;;88.20822686849749;;"{""coordinates"": [[5.037006506901851, 47.34443156292896], [5.037325769067225, 47.34400760712713], [5.03751518885296, 47.343757378661586], [5.0375363291701305, 47.34372460837278]], ""type"": ""LineString""}";47.34407872717588, 5.037272351838169
Piste cyclable unidirectionnelle;Piste cyclable;En projet;;;Dijon;;69.1903521345882;;"{""coordinates"": [[5.0375363291701305, 47.34372460837278], [5.037549202488014, 47.343704651128974], [5.0376214008238405, 47.343592618318446], [5.037655472473789, 47.34351747771989], [5.037699197829949, 47.34342114102628], [5.037712606638052, 47.343306611416665], [5.037733657361803, 47.34314942081], [5.037737898190293, 47.34312653878499], [5.037738457798786, 47.34312351986536]], ""type"": ""LineString""}";47.34343462369648, 5.0376671621729745
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;120.52856323316101;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.048092123921142, 47.33010560522236], [5.049404579850527, 47.32948977379294]], ""type"": ""LineString""}";47.32979768950765, 5.048748351885834
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;171.36517393978502;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.045913792844069, 47.34076469725297], [5.046835764148781, 47.33965405031045], [5.047136044616077, 47.33948315749708]], ""type"": ""LineString""}";47.340085621309015, 5.046492805797847
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;77.70266015684409;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.050745496958166, 47.332187170910544], [5.051419389897912, 47.33271504046101]], ""type"": ""LineString""}";47.33245110568577, 5.051082443428039
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;78.9367773619467;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.05831532949777, 47.328831134987844], [5.0591892070914435, 47.328833902134754], [5.059359689999268, 47.328834668102104]], ""type"": ""LineString""}";47.32883280693785, 5.058837510110838
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;76.43842812264;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.055355445277663, 47.33578457093838], [5.056004574750466, 47.336311872118465]], ""type"": ""LineString""}";47.33604822152842, 5.055680010014065
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;152.210144082411;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.023166666241024, 47.30488917136155], [5.023770467409874, 47.30594352896802], [5.0238971354327235, 47.30616501815212]], ""type"": ""LineString""}";47.30552706400636, 5.023531954569934
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;49.6419130769554;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.045343708339683, 47.34688661258509], [5.0452921615562545, 47.34644144896324]], ""type"": ""LineString""}";47.346664030774164, 5.045317934947969
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;275.459409176648;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.061456529353357, 47.35325315101391], [5.061425528332129, 47.35316471931024], [5.060693055909732, 47.35083029268603]], ""type"": ""LineString""}";47.352042193067234, 5.0610733735841915
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;127.0802655888;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.060693055909732, 47.35083029268603], [5.060356156150359, 47.34971034311893]], ""type"": ""LineString""}";47.35027031790248, 5.060524606030045
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;416.266745518807;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.053703220899363, 47.36022492570482], [5.054050923079709, 47.36008573290135], [5.054346851043554, 47.359991179031375], [5.054634065533891, 47.35994320544563], [5.05520503084033, 47.35989374361142], [5.056216209530073, 47.359811427825136], [5.05742088379547, 47.3597042227713], [5.057985181334296, 47.359743300428626], [5.058368701409494, 47.359716810852625], [5.059082229342013, 47.359639189936125]], ""type"": ""LineString""}";47.35983096881805, 5.056374793217931
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Un;NON;Talant;;87.90387270684239;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.015082160446045, 47.33457652289144], [5.015784703046551, 47.33398282849091], [5.015811623207586, 47.333960639341385]], ""type"": ""LineString""}";47.33426842288118, 5.015446759762378
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;132.473713139626;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.02598304420484, 47.30981124773598], [5.026617096843179, 47.310922124333295]], ""type"": ""LineString""}";47.31036668603464, 5.026300070524009
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;10.882092477092801;2021-02-08T02:00:00+01:00;"{""coordinates"": [[5.07618256992113, 47.3133420690087], [5.0762864980388684, 47.313409791267176]], ""type"": ""LineString""}";47.31337593013794, 5.076234533979999
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Un;NON;Dijon;;36.880190818513896;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.054515464627766, 47.31338808806558], [5.0550026196296844, 47.31337100524305]], ""type"": ""LineString""}";47.31337954665432, 5.054759042128725
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;79.2942046432777;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.048092123921142, 47.33010560522236], [5.048780556025506, 47.330643836533824]], ""type"": ""LineString""}";47.33037472087809, 5.048436339973325
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;19.4062124467914;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.055185757977273, 47.33565355138732], [5.055355445277663, 47.33578457093838]], ""type"": ""LineString""}";47.33571906116285, 5.055270601627468
Piste cyclable unidirectionnelle;Piste cyclable;En projet;Deux;NON;Chevigny-Saint-Sauveur;;123.59481128103201;2021-08-30T04:00:00+02:00;"{""coordinates"": [[5.132393584320003, 47.292631661435145], [5.131324304490207, 47.292771458301736], [5.1307888435579665, 47.29284151349604]], ""type"": ""LineString""}";47.29273657127697, 5.131591211821746
Voie verte;Voie partagée cycles/piétons;Réalisé;Deux;OUI;Longvic;OUI;53.40946902362909;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.053341394141468, 47.29017078956043], [5.053354310390894, 47.290162456059484], [5.053420047753119, 47.29011626508299], [5.053521993032386, 47.290047820169], [5.053585221593313, 47.29000527592739], [5.053625262325257, 47.28997935153829], [5.053718602704429, 47.28992816961011], [5.053759088934127, 47.289913945111905], [5.053897350186672, 47.28989528735404]], ""type"": ""LineString""}";47.29000613216216, 5.053608487276646
Voie verte;Voie partagée cycles/piétons;Réalisé;Deux;OUI;Dijon;OUI;58.91056275427601;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.02746193607581, 47.319073779374506], [5.027389683299725, 47.31894896696648], [5.0273541133619, 47.3188136079908], [5.02734013043641, 47.318758920365276], [5.02724903714179, 47.31868998513928], [5.0271281750201116, 47.318616735396674]], ""type"": ""LineString""}";47.318819676031296, 5.02732432925409
Piste cyclable bidirectionnelle (hors voirie);Piste cyclable;Réalisé;Deux;OUI;Dijon;OUI;91.6867622113942;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.007840154716058, 47.32346444636706], [5.007872023747742, 47.32367912055558], [5.00785597404542, 47.32378115686641], [5.007768112755431, 47.324023410026335], [5.007736043623792, 47.32411183315271], [5.0076516613588336, 47.324267369856805]], ""type"": ""LineString""}";47.32387505768204, 5.007798346789714
Voie verte;Voie partagée cycles/piétons;Réalisé;Deux;OUI;Dijon;OUI;70.41494948587439;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.003802750784718, 47.32319740289727], [5.00383822501918, 47.323438129861756], [5.003838520923283, 47.32355249124384], [5.003745244994805, 47.323822243821134]], ""type"": ""LineString""}";47.323513373376706, 5.003810972974141
Piste cyclable bidirectionnelle (hors voirie);Piste cyclable;Réalisé;Deux;OUI;Quetigny;;51.3621051850486;2021-01-22T02:00:00+01:00;"{""coordinates"": [[5.122337487034338, 47.31406026341505], [5.122516239185554, 47.314506001313426]], ""type"": ""LineString""}";47.31428313236424, 5.122426863109946
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;143.29175452813402;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.052233060715523, 47.32459804557939], [5.0522418537425215, 47.323924619457976], [5.052137972748702, 47.32331318917123]], ""type"": ""LineString""}";47.32395335044536, 5.052214664495932
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Chevigny-Saint-Sauveur;;88.0932334537348;2021-01-22T02:00:00+01:00;"{""coordinates"": [[5.125807611663445, 47.30253899809482], [5.125393884924395, 47.30262999492945], [5.124706238808842, 47.30279693750744]], ""type"": ""LineString""}";47.30266517074989, 5.125256278192826
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;11.802103593118598;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.05613454260762, 47.33678415981066], [5.056216586805309, 47.3368027628363], [5.0562856042575275, 47.3368092957567]], ""type"": ""LineString""}";47.33679913920504, 5.056209687558053
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Quetigny;;17.1504479256374;2021-01-22T02:00:00+01:00;"{""coordinates"": [[5.112716414952128, 47.31598847751853], [5.112724122636404, 47.31583429317883]], ""type"": ""LineString""}";47.315911385348684, 5.112720268794266
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Quetigny;;75.9180203646012;2021-01-22T02:00:00+01:00;"{""coordinates"": [[5.112790880120138, 47.31460350525113], [5.112753539695269, 47.31528593843746]], ""type"": ""LineString""}";47.3149447218443, 5.112772209907703
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;245.72394026544802;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.055821229637124, 47.328745025223064], [5.055832343301146, 47.32847077894102], [5.05480288281772, 47.3266657309262]], ""type"": ""LineString""}";47.327689555541895, 5.05537702075791
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;5.026119080364089;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.05480288281772, 47.3266657309262], [5.054778404786712, 47.32662369436221]], ""type"": ""LineString""}";47.32664471264421, 5.054790643802216
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;254.947276130027;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.053534852474138, 47.32449193420609], [5.054778404786712, 47.32662369436221]], ""type"": ""LineString""}";47.32555781428415, 5.054156628630425
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;10.748314483656598;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.0562856042575275, 47.3368092957567], [5.056349346871563, 47.33680976521142], [5.056426669162569, 47.33680063307314]], ""type"": ""LineString""}";47.33680714893504, 5.056356257194198
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Quetigny;;165.091748770242;2021-01-22T02:00:00+01:00;"{""coordinates"": [[5.106083160641948, 47.31066273988434], [5.106206873148556, 47.31059198739228], [5.107020528028328, 47.310124405617394], [5.107751453313103, 47.30970465040365]], ""type"": ""LineString""}";47.31018375387079, 5.106917340573723
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Quetigny;;171.507791092125;2021-01-22T02:00:00+01:00;"{""coordinates"": [[5.109695822663658, 47.30858478461463], [5.1074578623199045, 47.30833343038241]], ""type"": ""LineString""}";47.30845910749852, 5.1085768424917815
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Ahuy;;208.59998277324001;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.0252894527963425, 47.370984632116276], [5.025310920517107, 47.37107474597016], [5.025423706354799, 47.371538456671736], [5.0255047203222984, 47.37189743337758], [5.025555723101282, 47.372203103942944], [5.025635934718728, 47.37272691849392], [5.025672367924393, 47.372841951589095]], ""type"": ""LineString""}";47.37191153229754, 5.0254914380668225
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Ahuy;;21.8019588287383;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.025541491446905, 47.36874784803102], [5.0254866040591395, 47.3689403825891]], ""type"": ""LineString""}";47.36884411531006, 5.025514047753021
Piste cyclable bidirectionnelle (hors voirie);Piste cyclable;Réalisé;Deux;OUI;Quetigny;;74.02614149406949;2021-01-22T02:00:00+01:00;"{""coordinates"": [[5.122079828646698, 47.313417845239435], [5.122337487034338, 47.31406026341505]], ""type"": ""LineString""}";47.31373905432724, 5.122208657840519
Bande cyclable + double sens;Bande cyclable;Réalisé;Deux;NON;Dijon;;282.283093929149;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.0533122824784265, 47.3333267743486], [5.052027003009163, 47.33112481973165], [5.051955572976467, 47.33096167421134]], ""type"": ""LineString""}";47.33214858618343, 5.052625351721489
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;18.1811567647983;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.056746443806362, 47.33653124920303], [5.056746165887295, 47.33649328382893], [5.056728083877216, 47.336430705453665], [5.056691278255764, 47.336374192360005]], ""type"": ""LineString""}";47.336449638925245, 5.056728315979353
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;40.256488415847095;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.050816369708298, 47.328826592574046], [5.050747145280494, 47.32876690158848], [5.050703554114935, 47.32870688922913], [5.050679924528951, 47.32863262625895], [5.050681143373111, 47.3285589053686], [5.050706685402639, 47.328491645122966]], ""type"": ""LineString""}";47.328671651037894, 5.050717566104233
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;117.43213082568201;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.046859710474038, 47.327064315869], [5.048221707935697, 47.3275725525075]], ""type"": ""LineString""}";47.32731843418825, 5.047540709204867
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Quetigny;;73.2838170790786;2021-01-22T02:00:00+01:00;"{""coordinates"": [[5.105885508013623, 47.31326521333117], [5.105734841790557, 47.31313521803888], [5.105372701889445, 47.31270735379074]], ""type"": ""LineString""}";47.31299436371348, 5.1056209477866075
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;10.2917188656706;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.056691278255764, 47.336374192360005], [5.056608909583859, 47.33630046888214]], ""type"": ""LineString""}";47.33633733062108, 5.056650093919812
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;41.6650015466413;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.044961197192532, 47.347471613029924], [5.044925611582438, 47.34743149486315], [5.044897663446159, 47.347388674849284], [5.044877792760083, 47.347343819157935], [5.044866307145456, 47.34729762959951], [5.044863385216734, 47.34725082736883], [5.044869076204053, 47.34720414315327], [5.044883287597501, 47.34715830565434], [5.044905816705995, 47.34711400143525]], ""type"": ""LineString""}";47.347298804675646, 5.044890687470981
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;74.27013126883509;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.048221707935697, 47.3275725525075], [5.049082800913665, 47.32789437263008]], ""type"": ""LineString""}";47.32773346256879, 5.048652254424681
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;88.53557674291169;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.049082800913665, 47.32789437263008], [5.050113108334726, 47.32827325174099]], ""type"": ""LineString""}";47.32808381218553, 5.049597954624195
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;104.25241428955;2021-01-22T02:00:00+01:00;"{""coordinates"": [[5.083339199538357, 47.309193634775944], [5.084515849903878, 47.30870479159014]], ""type"": ""LineString""}";47.30894921318304, 5.083927524721117
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;296.873495453038;2021-01-22T02:00:00+01:00;"{""coordinates"": [[5.080413523353818, 47.31295950494647], [5.0808061476878565, 47.31419439778512], [5.081090607639648, 47.314359907653746], [5.082111042901777, 47.314283227981534], [5.082346235621289, 47.314338639157384], [5.082758421227444, 47.31438991955885]], ""type"": ""LineString""}";47.31402980970338, 5.081312815388388
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;38.8321426277253;2021-01-22T02:00:00+01:00;"{""coordinates"": [[5.080667717476608, 47.31185298381017], [5.080851132605669, 47.31152670971482]], ""type"": ""LineString""}";47.31168984676249, 5.080759425041139
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Quetigny;;50.1345077843951;2021-01-22T02:00:00+01:00;"{""coordinates"": [[5.105372701889445, 47.31270735379074], [5.105047017066487, 47.31247213448136], [5.104888759026893, 47.312403074747834]], ""type"": ""LineString""}";47.31254401077926, 5.105137122521179
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Quetigny;;34.435743441952894;2021-01-22T02:00:00+01:00;"{""coordinates"": [[5.110745301662825, 47.308705261707], [5.1111943811369285, 47.308756812199526]], ""type"": ""LineString""}";47.30873103695326, 5.110969841399877
