Aménagement cycle;Aménagement cycle simplifié;Avancement;Sens de circulation vélo;Hors voirie;Nom de la commune;Création de voie pour cycle;Longueur en mètres;Date de mise à jour de la donnée;geo_shape;geo_point_2d
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Un;NON;Dijon;;83.6889920905372;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.020674527219572, 47.30045228132492], [5.021062842542881, 47.301157226368986]], ""type"": ""LineString""}";47.300804753846954, 5.0208686848812265
Piste cyclable bidirectionnelle (hors voirie);Piste cyclable;Réalisé;Deux;OUI;Dijon;OUI;278.836340180206;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.049683550338028, 47.35510931288037], [5.049779522175182, 47.3557569283429], [5.049966827168719, 47.35575698044364], [5.050126140904247, 47.3574836060727]], ""type"": ""LineString""}";47.356255793047445, 5.049953837061673
Voie partagée cycles/piétons;Voie partagée cycles/piétons;Réalisé;Deux;OUI;Dijon;OUI;93.0426873400591;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.015770681055464, 47.32232938903632], [5.015981621550896, 47.3231539522288]], ""type"": ""LineString""}";47.32274167063256, 5.01587615130318
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;31.9490400782586;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.0222195233904605, 47.3189458742768], [5.02221758578675, 47.31893593189245], [5.022165029248631, 47.3186608824889]], ""type"": ""LineString""}";47.318803381778515, 5.02219225872368
Voie verte;Voie partagée cycles/piétons;Réalisé;Deux;OUI;Dijon;OUI;1050.21244620031;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.021480097202453, 47.31907182963689], [5.02125182324747, 47.31912893563143], [5.020672268395201, 47.319176847176024], [5.020536141471847, 47.31919288929366], [5.020216265293858, 47.31922037968131], [5.019856127258133, 47.31923697646149], [5.019597823270391, 47.31923516581485], [5.019403081504047, 47.31919803051403], [5.019199881867251, 47.31912061839117], [5.019069494116283, 47.31906064866695], [5.018978452867466, 47.319034315728054], [5.018836273029211, 47.31902147938012], [5.0183339544384475, 47.318848851561796], [5.018218781488019, 47.3188092707249], [5.018110463680314, 47.31877204508729], [5.018025739425387, 47.318702376598], [5.017870562136099, 47.318632528762855], [5.017613909248025, 47.318561847975474], [5.017460297241029, 47.318526695631206], [5.017245710807723, 47.318487558500046], [5.0170341731961345, 47.31846385901261], [5.016841362586853, 47.318478015394085], [5.016636743779973, 47.31850857329655], [5.016480137331148, 47.3185212115302], [5.016344847794577, 47.31851545642372], [5.016126286679662, 47.31846532612855], [5.015826570426893, 47.31839658208632], [5.015598052725914, 47.3183450800622], [5.015526069166666, 47.3183288570206], [5.015358238710066, 47.318323781789935], [5.015177216487084, 47.31831830724677], [5.014844043762488, 47.31829987498423], [5.014619473342791, 47.31828321527205], [5.014335377865744, 47.31828398203117], [5.013965174963059, 47.3182938168372], [5.0136333465346645, 47.31829265314353], [5.0134311774857405, 47.3182894343074], [5.013197565437095, 47.318293377547654], [5.013105528838302, 47.31829881410812], [5.012898422854373, 47.31835553617673], [5.012815007439219, 47.31839120266857], [5.012687234082903, 47.318499933595845], [5.012190081270408, 47.318922987365994], [5.01201313813931, 47.319073555457905], [5.011982127054918, 47.31909994467775], [5.011897752669336, 47.31930114928271], [5.01179975679049, 47.31966180239237], [5.01177666486553, 47.31979836465256], [5.011759278301689, 47.32008709573897], [5.011755503528096, 47.320190805379255], [5.0117339352682775, 47.32031985984332], [5.011694804128965, 47.32044400385522], [5.011609068700113, 47.32053393338374], [5.011419459479895, 47.32070859215113], [5.010917462511601, 47.32115177503446], [5.010858723475967, 47.32128066655664]], ""type"": ""LineString""}";47.319011025353824, 5.015591787390391
Piste cyclable bidirectionnelle (hors voirie);Piste cyclable;Réalisé;Deux;OUI;Dijon;OUI;299.09416841508005;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.010099677113354, 47.3216288059617], [5.00961886500326, 47.321697465096875], [5.009460047230798, 47.32170021339922], [5.009212301347074, 47.32176843896626], [5.008933285676188, 47.32188583227846], [5.0087688404003075, 47.32198593437155], [5.0085788385579315, 47.32213894791967], [5.008417442507816, 47.32226892265599], [5.008110605899107, 47.32251602179299], [5.007967659372081, 47.32268195239927], [5.0078127344868095, 47.32290839868765], [5.007799580223892, 47.32308782966975], [5.007821802941487, 47.323378742219425], [5.007840154716058, 47.32346444636706]], ""type"": ""LineString""}";47.32226743367984, 5.008675247440914
Piste cyclable bidirectionnelle (hors voirie);Piste cyclable;Réalisé;Deux;OUI;Dijon;OUI;1320.88152124286;2021-02-22T02:00:00+01:00;"{""coordinates"": [[4.993642148619697, 47.330256767862394], [4.994092165883128, 47.33031928108071], [4.994403048496613, 47.330344559870795], [4.994628077681149, 47.3303406945218], [4.994823382803474, 47.3303211296083], [4.9951395165539445, 47.33023825452403], [4.996632129864618, 47.329629064126934], [4.996878151348765, 47.32958431075061], [4.996954790671042, 47.329579390195605], [4.997962915230939, 47.32951252027801], [4.998497110719907, 47.32963029983758], [4.9987451077413425, 47.32963863891381], [4.9993172381356015, 47.32956575334175], [4.999672116520442, 47.329492102899096], [4.999963490722017, 47.32942044645897], [5.00004818838817, 47.32938296702872], [5.0003026280202745, 47.32917326618938], [5.000432177337898, 47.329095391286934], [5.00073048431682, 47.32899659805655], [5.001274752410403, 47.32881611985687], [5.001522261144378, 47.32884697398929], [5.001674616167517, 47.32884794948887], [5.001874988648745, 47.328786862087625], [5.002037721742873, 47.328639973702465], [5.002136377968048, 47.328408640178786], [5.0022213689705906, 47.328308117945184], [5.002667877036839, 47.32813472194539], [5.003387717627476, 47.327903477934655], [5.003618574719019, 47.3278076424251], [5.004403281293441, 47.32743389089537], [5.004447095328196, 47.32743673681254], [5.0054237819988785, 47.3270614649475], [5.005706262024146, 47.327035873529525], [5.00578745208345, 47.327011058199695], [5.005918412377288, 47.326935853549855], [5.006069473782048, 47.32683148458515], [5.006233817032405, 47.32669266654911], [5.006398585246147, 47.32649440668561], [5.0068048889635275, 47.325884035882204], [5.007234692002034, 47.32530027288844], [5.007385051432682, 47.32524814448662], [5.007654487233465, 47.32522817704839], [5.007926873898968, 47.32532252416648]], ""type"": ""LineString""}";47.32842945111147, 5.001113612297123
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;96.7653257472626;2021-01-05T02:00:00+01:00;"{""coordinates"": [[5.018767945025773, 47.32707599308504], [5.019057854866995, 47.32698376126878], [5.019353105642472, 47.32676722667128], [5.019802991558077, 47.3265821185183]], ""type"": ""LineString""}";47.32683164395954, 5.0192852104890715
Couloir Bus/Vélo;Couloir Bus;Réalisé;Deux;NON;Dijon;;101.20328051408401;2022-01-01T02:00:00+01:00;"{""coordinates"": [[5.030100286603658, 47.32244723146066], [5.030824801486782, 47.322673080486986], [5.031317337326853, 47.32282656215435]], ""type"": ""LineString""}";47.32263691140658, 5.030708807415163
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Quatre;NON;Dijon;;132.210717140518;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.0459869305842275, 47.353692256244884], [5.045893567446107, 47.3525046871722]], ""type"": ""LineString""}";47.35309847170854, 5.0459402490151675
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Quatre;NON;Dijon;;101.063407062952;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.045814345921102, 47.351612116397035], [5.045749921048824, 47.350880645298616], [5.045734372077819, 47.35070465579194]], ""type"": ""LineString""}";47.3511583843813, 5.045774378420353
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;161.78542704550802;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.056746443806362, 47.33653124920303], [5.058492856820444, 47.33635935639223], [5.058864985753738, 47.33632190573685]], ""type"": ""LineString""}";47.336426913554384, 5.057805748231357
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;318.968190440395;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.0628653231229395, 47.3443661763559], [5.062778489398269, 47.341497590475974]], ""type"": ""LineString""}";47.342931883415936, 5.062821906260604
Piste cyclable unidirectionnelle + couloir bus/vélo;Piste cyclable;Réalisé;Deux;NON;Talant;;63.62260762563059;2021-02-01T02:00:00+01:00;"{""coordinates"": [[4.999368724963457, 47.3429093984216], [4.999449119636687, 47.34294495531803], [4.999865047453124, 47.343153634044924], [5.000064199838716, 47.34323061301756]], ""type"": ""LineString""}";47.34307506637352, 4.999714270242823
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;424.42942628982905;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.049539230070787, 47.36580198099436], [5.049405884744936, 47.363007538689416], [5.049724290439021, 47.362236477134964], [5.049895321459656, 47.362048412583334]], ""type"": ""LineString""}";47.363874067749165, 5.049514481881612
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Saint-Apollinaire;;153.763345461264;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.081321668388562, 47.346618674670374], [5.08317389245252, 47.34604572479932]], ""type"": ""LineString""}";47.346332199734846, 5.082247780420541
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;44.04941055112529;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.045465107852923, 47.347631938451386], [5.045392259641182, 47.34763326205383], [5.045319800017962, 47.34762802166145], [5.045248998353067, 47.34761631172466], [5.045181099086597, 47.347598336018514], [5.045117296727069, 47.34757441168555], [5.045058714334863, 47.34754496061854], [5.045006380579762, 47.34751049816942], [5.044961190300845, 47.347471605953565]], ""type"": ""LineString""}";47.34758548389071, 5.045201696661587
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;4.31244943158758;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.057272672255155, 47.321565997817224], [5.0573296862528485, 47.32156465643161]], ""type"": ""LineString""}";47.32156532712442, 5.057301179254002
Couloir Bus/Vélo;Couloir Bus;Réalisé;Un;NON;Dijon;;139.912041673405;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.0368748617144865, 47.32247733618049], [5.036744013734396, 47.32190168395702], [5.036674528371314, 47.321607131352756], [5.036583639294006, 47.321347393742265], [5.0365780462111855, 47.32123670523855]], ""type"": ""LineString""}";47.321855541536294, 5.036727122992661
Voie partagée cycles/piétons;Voie partagée cycles/piétons;Réalisé;Un;NON;Marsannay-la-Côte;;88.380212690388;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.004642057307671, 47.280608300439155], [5.003772039324991, 47.280898694178035], [5.003593155032106, 47.28095837545624]], ""type"": ""LineString""}";47.28078334785286, 5.00411760947529
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;377.997694505934;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.076335707198736, 47.351376857250784], [5.077810881434031, 47.35084686440886], [5.079285258022873, 47.35031799666841], [5.080747193824992, 47.349773090193004]], ""type"": ""LineString""}";47.35058077614535, 5.078543574130194
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;46.4739561962396;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.04841541905933, 47.332953741703314], [5.048307941119325, 47.33254213152444]], ""type"": ""LineString""}";47.33274793661388, 5.048361680089327
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;119.19157720900401;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.048869042731398, 47.33468471459936], [5.048592857377194, 47.333629123962666]], ""type"": ""LineString""}";47.334156919281014, 5.048730950054296
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;6.10114780184844;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.0484296124772765, 47.333007768185844], [5.04841541905933, 47.332953741703314]], ""type"": ""LineString""}";47.33298075494458, 5.048422515768303
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;114.997141442038;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.048670518401794, 47.33698492746236], [5.049217346129328, 47.336019598649706]], ""type"": ""LineString""}";47.33650226305603, 5.048943932265561
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Quatre;NON;Dijon;;99.40769136465249;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.045893567446107, 47.3525046871722], [5.045814345921102, 47.351612116397035]], ""type"": ""LineString""}";47.35205840178461, 5.0458539566836045
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Un;NON;Saint-Apollinaire;;89.978724885066;2021-08-30T04:00:00+02:00;"{""coordinates"": [[5.070331774867349, 47.328874411100074], [5.070365059602121, 47.328838319575716], [5.070406537224944, 47.32880639103142], [5.070455101219133, 47.32877947499923], [5.070509459960499, 47.32875828936277], [5.07056816233, 47.32874339830153], [5.070629646157793, 47.32873519882356], [5.070692273476834, 47.32873390843439], [5.07075437545204, 47.328739563429835], [5.070814297065866, 47.328752010894426], [5.07087044125013, 47.32877092050523], [5.0709213127029305, 47.3287957882429], [5.0709655568369225, 47.32882595098789], [5.071001994969508, 47.32886060658326], [5.071029654049441, 47.32889882949614], [5.071047798370909, 47.328939603540896], [5.071055944894216, 47.328981841399205], [5.071053877732535, 47.32902441675352], [5.071041648092008, 47.32906619668211], [5.071019585869707, 47.329106067546114]], ""type"": ""LineString""}";47.32883120610727, 5.07076344347523
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;257.678025876426;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.062778489398269, 47.341497590475974], [5.062874851953541, 47.3393826162263], [5.06298348717096, 47.339194719173086]], ""type"": ""LineString""}";47.34033303967763, 5.062836201306027
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;57.5462812192934;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.062793604873686, 47.34823081339027], [5.062797806212874, 47.34771317982309]], ""type"": ""LineString""}";47.34797199660668, 5.06279570554328
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;55.029660261717005;2021-01-05T02:00:00+01:00;"{""coordinates"": [[5.035881486994952, 47.324348328011844], [5.036534545755775, 47.32456709036794]], ""type"": ""LineString""}";47.32445770918989, 5.0362080163753635
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;212.27188016956;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.058228682022012, 47.34270594136734], [5.057658377632577, 47.34083626940533]], ""type"": ""LineString""}";47.341771105386336, 5.057943529827295
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;34.3760025207463;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.045851677533862, 47.34748590518346], [5.045814997485605, 47.34751543906912], [5.045774021971104, 47.3475422390314], [5.045729191373419, 47.347566016501474], [5.045680983149086, 47.34758651734604], [5.0456299158318885, 47.347603522696446], [5.04557653709019, 47.34761684826065], [5.045521416133869, 47.34762635345709], [5.045465107818371, 47.34763193755219]], ""type"": ""LineString""}";47.34757959061895, 5.045666529613715
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;63.9528220055985;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.045762535958127, 47.346968769586844], [5.045801777639603, 47.34699287673051], [5.04583744459022, 47.347019427371755], [5.045869205665851, 47.34704817634036], [5.0458967726892, 47.347078859706784], [5.045919889901078, 47.34711119586903], [5.045938345970683, 47.347144888038635], [5.045951971419662, 47.347179626086096], [5.045960640152894, 47.34721509191251], [5.045964273358218, 47.34725095758067], [5.045962835953277, 47.34728689617595], [5.045956344281824, 47.34732257537087], [5.045944855979452, 47.34735766930292], [5.045928476381591, 47.347391853061744], [5.045907356362008, 47.347424815325255], [5.045881690698775, 47.34745625029028], [5.045851671091333, 47.34748590979697]], ""type"": ""LineString""}";47.34721380289603, 5.045903985625351
Piste cyclable bidirectionnelle (hors voirie);Piste cyclable;Réalisé;Deux;OUI;;OUI;52.4513324038654;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.052586310325211, 47.290119309616365], [5.0527149485151766, 47.28998735532613], [5.052874658505085, 47.289802618847084], [5.052949497961226, 47.28971754367307]], ""type"": ""LineString""}";47.28992063201041, 5.052770291423063
Voie verte;Voie partagée cycles/piétons;Réalisé;Deux;OUI;;OUI;137.88692726483;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.053897350186672, 47.28989528735404], [5.053896661790297, 47.289877289230574], [5.053910420520932, 47.28985633289744], [5.054619666511068, 47.28940160601645], [5.054983312596739, 47.28918533817718], [5.055212327161856, 47.28904800034929]], ""type"": ""LineString""}";47.28945879011911, 5.054540258142037
Voie verte;Voie partagée cycles/piétons;Réalisé;Deux;OUI;;OUI;466.071102123647;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.053341394141468, 47.29017078956043], [5.05325501059749, 47.29023085362827], [5.053104949537394, 47.29032176264737], [5.053045447748296, 47.29035793672695], [5.052987267555854, 47.29039408810394], [5.0528534920004535, 47.290495515270024], [5.052716021666603, 47.29060421141256], [5.052626150460447, 47.29067694489467], [5.052572317186411, 47.29072292402893], [5.052367993342628, 47.290952576584104], [5.052160903760588, 47.29121379509291], [5.05208633689373, 47.29130606985697], [5.05180737285554, 47.2916261940151], [5.05151608794297, 47.291935729853556], [5.051486730064217, 47.291964165306666], [5.0514126244617215, 47.29203391725557], [5.051330307377604, 47.2920966095244], [5.051250084506277, 47.29214485611009], [5.051164502797306, 47.29219139663254], [5.0510903777662115, 47.292226026890916], [5.051022558666271, 47.29225244165367], [5.050858934251568, 47.292300360678155], [5.050697577273645, 47.29233833359114], [5.050536221422026, 47.29237630715335], [5.050379571354603, 47.29239888672819], [5.05024255612661, 47.29241571643328], [5.05013043194755, 47.29242580288907], [5.0500207819700025, 47.292431342356856], [5.049851230958395, 47.29242803388337], [5.049810157246828, 47.29242695836719], [5.04972139603464, 47.29242492415197], [5.049591664956797, 47.29242451375589], [5.049495001566574, 47.29242351990158], [5.049354687650047, 47.2924232967483], [5.04924198020806, 47.29241808278296], [5.049058549481213, 47.292397907896664], [5.04878489770714, 47.29237212169485]], ""type"": ""LineString""}";47.29170358541845, 5.051229653083389
