Localisation (adresse);Nombre d'arceaux;Type d'attache;Observations;Commune;Année;Type;Nombre d'arceaux supplémentaires;geo_shape;geo_point_2d
lac Kir;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.007280486582384, 47.32516207102769], ""type"": ""Point""}";47.32516207102769, 5.007280486582384
rue des Marcs d'or esplanade;2;Scellés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.002868116903323, 47.31345099799302], ""type"": ""Point""}";47.31345099799302, 5.002868116903323
lac Kir;4;Scellés;scellés;Plombières-lès-Dijon;2023;Existant;;"{""coordinates"": [4.9901466673159325, 47.33069333369507], ""type"": ""Point""}";47.33069333369507, 4.9901466673159325
9 chemin du fort de la Motte Giron;3;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [4.999976666207787, 47.314741666808686], ""type"": ""Point""}";47.314741666808686, 4.999976666207787
6 rue Docteur Tarnier;2;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.026524286985443, 47.31222382052407], ""type"": ""Point""}";47.31222382052407, 5.026524286985443
50 Bd Eugène Fyot;4;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.014856667039396, 47.30880500011213], ""type"": ""Point""}";47.30880500011213, 5.014856667039396
redoute tennis;1;;arceau, sol : sablé;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.076168797826647, 47.33610012163711], ""type"": ""Point""}";47.33610012163711, 5.076168797826647
Poste;0;;;Neuilly-Crimolois;0;Existant;;"{""coordinates"": [5.110443781637952, 47.27816740497255], ""type"": ""Point""}";47.27816740497255, 5.110443781637952
Mairie;0;;;Neuilly-Crimolois;0;Existant;;"{""coordinates"": [5.105383426046326, 47.27882538765778], ""type"": ""Point""}";47.27882538765778, 5.105383426046326
Cimetière de Longvic;2;;;Longvic;0;Existant;;"{""coordinates"": [5.0540640641020484, 47.28101297541486], ""type"": ""Point""}";47.28101297541486, 5.0540640641020484
Salle municipale Le Cromois;4;;;Quetigny;2008;Existant;;"{""coordinates"": [5.107748920358841, 47.31671671780779], ""type"": ""Point""}";47.31671671780779, 5.107748920358841
Stade des Cortots;3;;;Fontaine-lès-Dijon;0;Existant;;"{""coordinates"": [5.026598418408129, 47.351823760118094], ""type"": ""Point""}";47.351823760118094, 5.026598418408129
Tennis des Cortots;3;;;Fontaine-lès-Dijon;2008;Existant;;"{""coordinates"": [5.025966665531495, 47.35148583459783], ""type"": ""Point""}";47.35148583459783, 5.025966665531495
2 rue Raoul de Juigné;4;;;Dijon;2023;Existant;;"{""coordinates"": [5.01924025128318, 47.33213664511445], ""type"": ""Point""}";47.33213664511445, 5.01924025128318
2 rue René Fleutelot;2;;;Dijon;2023;Existant;;"{""coordinates"": [5.040824240875941, 47.3133177510873], ""type"": ""Point""}";47.3133177510873, 5.040824240875941
5 rue de Lyon;4;;;Dijon;2023;Existant;;"{""coordinates"": [5.031607022655352, 47.33158327240856], ""type"": ""Point""}";47.33158327240856, 5.031607022655352
école Flammarion;6;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.063340475104426, 47.330978191596714], ""type"": ""Point""}";47.330978191596714, 5.063340475104426
AV des Grésilles en le N°4;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.064966641237898, 47.33123038199909], ""type"": ""Point""}";47.33123038199909, 5.064966641237898
4 Bd de l'Ouest;5;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.0183589577438426, 47.3235168936507], ""type"": ""Point""}";47.3235168936507, 5.0183589577438426
10 AV Jean Baptiste Greuze;5;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.043330714871154, 47.30110628601652], ""type"": ""Point""}";47.30110628601652, 5.043330714871154
43 rue de Mazy;3;Boulonnés;;Marsannay-la-Côte;2023;Existant;;"{""coordinates"": [4.987920791570243, 47.27021470909274], ""type"": ""Point""}";47.27021470909274, 4.987920791570243
8 rue de meursault;3;Boulonnés;;Chevigny-Saint-Sauveur;2023;Existant;;"{""coordinates"": [5.1338149993519835, 47.30053666630353], ""type"": ""Point""}";47.30053666630353, 5.1338149993519835
cc fleuriée;1;;arceau, sol : enrobé;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.077735756924152, 47.33446406046708], ""type"": ""Point""}";47.33446406046708, 5.077735756924152
Bibliothèque;0;;;Neuilly-Crimolois;0;Existant;;"{""coordinates"": [5.10737871233593, 47.27931062827382], ""type"": ""Point""}";47.27931062827382, 5.10737871233593
;6;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.042745029364275, 47.328422912054336], ""type"": ""Point""}";47.328422912054336, 5.042745029364275
Bibliothèque;0;;;Neuilly-Crimolois;0;Existant;;"{""coordinates"": [5.1076004007034115, 47.279248515781916], ""type"": ""Point""}";47.279248515781916, 5.1076004007034115
Bibliothèque;3;;;Fontaine-lès-Dijon;2008;Existant;;"{""coordinates"": [5.029438246698694, 47.345916657801695], ""type"": ""Point""}";47.345916657801695, 5.029438246698694
Corten;2;;;Quetigny;2019;Existant;;"{""coordinates"": [5.1115567075291075, 47.31229967432575], ""type"": ""Point""}";47.31229967432575, 5.1115567075291075
Corten;2;;;Quetigny;2019;Existant;;"{""coordinates"": [5.111264224901271, 47.31280960945577], ""type"": ""Point""}";47.31280960945577, 5.111264224901271
Ecole maternelle des Portefeuilles;3;;;Fontaine-lès-Dijon;2008;Existant;;"{""coordinates"": [5.030289976712271, 47.346546987340666], ""type"": ""Point""}";47.346546987340666, 5.030289976712271
Boulevard Carnot;6;;;Dijon;2018;Existant;12;"{""coordinates"": [5.048781790854609, 47.32406282039838], ""type"": ""Point""}";47.32406282039838, 5.048781790854609
centre polyvalent;0;;;Neuilly-Crimolois;0;Existant;;"{""coordinates"": [5.106245609864338, 47.27972682776819], ""type"": ""Point""}";47.27972682776819, 5.106245609864338
Centre social Bachelard;4;;;Marsannay-la-Côte;2008;Existant;;"{""coordinates"": [5.002085735933538, 47.277732104959306], ""type"": ""Point""}";47.277732104959306, 5.002085735933538
redoute wc;1;;arceau, sol : enrobé;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.074497499407814, 47.335236085659], ""type"": ""Point""}";47.335236085659, 5.074497499407814
espace jeunes;6;;boule bleu;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.0850391303390365, 47.33420212472985], ""type"": ""Point""}";47.33420212472985, 5.0850391303390365
Grand-Dijon;21;;;Dijon;0;Existant;;"{""coordinates"": [5.0460092517330395, 47.33224739079271], ""type"": ""Point""}";47.33224739079271, 5.0460092517330395
groupe scolaire fleuriée;6;;boule bleu, sol : pelouse;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.079006351865004, 47.33441554578543], ""type"": ""Point""}";47.33441554578543, 5.079006351865004
super u;2;;;Talant;2019;Existant;;"{""coordinates"": [4.9953873211890105, 47.34059541377082], ""type"": ""Point""}";47.34059541377082, 4.9953873211890105
square du pont de pierre râtelier;20;;;Sennecey-lès-Dijon;2023;Existant;;"{""coordinates"": [5.105161576634413, 47.292512416240626], ""type"": ""Point""}";47.292512416240626, 5.105161576634413
parking ALSH;1;;arceau;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.086157931296429, 47.32728309745523], ""type"": ""Point""}";47.32728309745523, 5.086157931296429
parking ALSH;1;;arceau;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.08615659105543, 47.32726037271572], ""type"": ""Point""}";47.32726037271572, 5.08615659105543
maison des associations;1;;arceau, sol : enrobé;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.081032949559938, 47.33243702739455], ""type"": ""Point""}";47.33243702739455, 5.081032949559938
maison des associations;1;;arceau, sol : enrobé;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.081012814330762, 47.33243796250967], ""type"": ""Point""}";47.33243796250967, 5.081012814330762
médialude;6;;boule bleu, sol : désactivé;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.085548846692986, 47.334368218179755], ""type"": ""Point""}";47.334368218179755, 5.085548846692986
GS Sully;6;;boule marron, sol : désactivé;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.088073640756992, 47.33425403216381], ""type"": ""Point""}";47.33425403216381, 5.088073640756992
redoute wc;1;;arceau, sol : enrobé;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.074437957002143, 47.33523714966351], ""type"": ""Point""}";47.33523714966351, 5.074437957002143
rue cassin;1;;arceau, sol : pavé;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.08506378529872, 47.327354041837914], ""type"": ""Point""}";47.327354041837914, 5.08506378529872
Tabourot;6;;boule bleu;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.096844388172445, 47.326986779416714], ""type"": ""Point""}";47.326986779416714, 5.096844388172445
Tabourot;6;;boule bleu, sol : enrobé;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.096929435784736, 47.32725352770668], ""type"": ""Point""}";47.32725352770668, 5.096929435784736
Louzolle;6;;boule bleu, sol : enrobé;Saint-Apollinaire;;Existant;;"{""coordinates"": [5.098852685951384, 47.32655158854028], ""type"": ""Point""}";47.32655158854028, 5.098852685951384
place de l'Église;2;;;Saint-Apollinaire;2023;Existant;;"{""coordinates"": [5.0812295000053584, 47.33416946685704], ""type"": ""Point""}";47.33416946685704, 5.0812295000053584
4bis cours Général de Gaulle;6;Scellés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.043092221716813, 47.31477594369027], ""type"": ""Point""}";47.31477594369027, 5.043092221716813
cours du Parc piscine carrousel;24;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.045321799020181, 47.30794293627822], ""type"": ""Point""}";47.30794293627822, 5.045321799020181
cours du Parc piscine carrousel;10;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.045448333893092, 47.30796166665244], ""type"": ""Point""}";47.30796166665244, 5.045448333893092
31 Cours du Parc;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.048043119338969, 47.30522349241438], ""type"": ""Point""}";47.30522349241438, 5.048043119338969
cours du parc entrée parc de la Colombière;17;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.04880579315572, 47.302001190191405], ""type"": ""Point""}";47.302001190191405, 5.04880579315572
166 Cour du Parc;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0505034123895785, 47.30152019257501], ""type"": ""Point""}";47.30152019257501, 5.0505034123895785
2 Bd Winston Churchill;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.051303333033532, 47.35101999956042], ""type"": ""Point""}";47.35101999956042, 5.051303333033532
8 Bd de Montaigne;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.050867876581918, 47.34920674963491], ""type"": ""Point""}";47.34920674963491, 5.050867876581918
AV de Langres au niveau ent EVEN du FOU;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.045855000028629, 47.34882500013653], ""type"": ""Point""}";47.34882500013653, 5.045855000028629
allée Lucien Hérard;6;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.058842283956545, 47.346347116911225], ""type"": ""Point""}";47.346347116911225, 5.058842283956545
AV Stalingrad;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.058811920554339, 47.34618530159638], ""type"": ""Point""}";47.34618530159638, 5.058811920554339
167 Bd Maréchal Joffre;2;Scellés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.045828333097358, 47.34658833344374], ""type"": ""Point""}";47.34658833344374, 5.045828333097358
75bis AV de Langres;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.045096660688109, 47.34620318410002], ""type"": ""Point""}";47.34620318410002, 5.045096660688109
11 Bd de l'Université;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.053268500257543, 47.313435285839645], ""type"": ""Point""}";47.313435285839645, 5.053268500257543
;8;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.030953800240433, 47.31615358065286], ""type"": ""Point""}";47.31615358065286, 5.030953800240433
34 Rue Verniquet;5;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.043103367422091, 47.346511548743], ""type"": ""Point""}";47.346511548743, 5.043103367422091
rue du Plein de Pouilly square;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.047040737806951, 47.344062297692254], ""type"": ""Point""}";47.344062297692254, 5.047040737806951
1 rue Guy de Maupassant;1;Scellés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.043874702416796, 47.34299452595133], ""type"": ""Point""}";47.34299452595133, 5.043874702416796
3 rue Guy de Maupassant;2;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.043185728495859, 47.34324392059719], ""type"": ""Point""}";47.34324392059719, 5.043185728495859
72 rue Beaumarchais;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.048810495609902, 47.34240257955853], ""type"": ""Point""}";47.34240257955853, 5.048810495609902
90 AV du Drapeau;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0449380993699995, 47.34141621057806], ""type"": ""Point""}";47.34141621057806, 5.0449380993699995
15 rue de la Charmettes;2;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.041947473965643, 47.34087812563978], ""type"": ""Point""}";47.34087812563978, 5.041947473965643
2 rue Jean Poncelet;4;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.044363825477453, 47.34071248650278], ""type"": ""Point""}";47.34071248650278, 5.044363825477453
74 ter AV du Drapeau;11;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0448216672913615, 47.33999666644446], ""type"": ""Point""}";47.33999666644446, 5.0448216672913615
21 rue Balzac;6;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0476556165287, 47.34053232114568], ""type"": ""Point""}";47.34053232114568, 5.0476556165287
90 rue de Mirande;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.060864999604572, 47.317225000334325], ""type"": ""Point""}";47.317225000334325, 5.060864999604572
26 Bd de l'Université;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.05683126157346, 47.31323697787283], ""type"": ""Point""}";47.31323697787283, 5.05683126157346
;;;9 avril  2020;Chevigny-Saint-Sauveur;;Existant;;"{""coordinates"": [5.134142061565458, 47.301942124540716], ""type"": ""Point""}";47.301942124540716, 5.134142061565458
;;;9 avril  2020;Chevigny-Saint-Sauveur;;Existant;;"{""coordinates"": [5.128162908468585, 47.30420353619343], ""type"": ""Point""}";47.30420353619343, 5.128162908468585
;5;;;Sennecey-lès-Dijon;;Existant;;"{""coordinates"": [5.106558967797124, 47.29333902254649], ""type"": ""Point""}";47.29333902254649, 5.106558967797124
19 rue Morel;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.04033726247632, 47.30640240822749], ""type"": ""Point""}";47.30640240822749, 5.04033726247632
39 rue des Marmuzots carrière Baquin;5;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.017113324579468, 47.32655807936204], ""type"": ""Point""}";47.32655807936204, 5.017113324579468
66 rue de Longvic;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.048037162503528, 47.3100383331473], ""type"": ""Point""}";47.3100383331473, 5.048037162503528
68 Bd Voltaire;6;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.050223501388545, 47.31381118669962], ""type"": ""Point""}";47.31381118669962, 5.050223501388545
;4;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.046167186078715, 47.35269872036139], ""type"": ""Point""}";47.35269872036139, 5.046167186078715
;7;;;Talant;2019;Existant;;"{""coordinates"": [4.9968040487424945, 47.33926063165381], ""type"": ""Point""}";47.33926063165381, 4.9968040487424945
;4;;;Talant;2019;Existant;;"{""coordinates"": [4.996209730783986, 47.3396799536991], ""type"": ""Point""}";47.3396799536991, 4.996209730783986
94 Bd Mansart;20;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.061518319317364, 47.31135698701268], ""type"": ""Point""}";47.31135698701268, 5.061518319317364
94 Bd Mansart;5;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.061530568832916, 47.31107235987156], ""type"": ""Point""}";47.31107235987156, 5.061530568832916
73 Bd Mansart;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.059564999475668, 47.31036000045586], ""type"": ""Point""}";47.31036000045586, 5.059564999475668
34 bis rue des Péjoces;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.060591971032606, 47.309818866060155], ""type"": ""Point""}";47.309818866060155, 5.060591971032606
3 rue Alphonse Bertillon;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.059055385284259, 47.30252368919391], ""type"": ""Point""}";47.30252368919391, 5.059055385284259
9 place Roger Salengro;4;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.056805193934107, 47.307304075391016], ""type"": ""Point""}";47.307304075391016, 5.056805193934107
131 rue d'Auxonne;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.053471092538349, 47.31079379637417], ""type"": ""Point""}";47.31079379637417, 5.053471092538349
123 rue d'Auxonne;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.052877812681657, 47.31128953987801], ""type"": ""Point""}";47.31128953987801, 5.052877812681657
121 rue d'Auxonne;5;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.052173333250133, 47.31181833316375], ""type"": ""Point""}";47.31181833316375, 5.052173333250133
51 rue Général Fauconnet;10;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.042467873373192, 47.33287180026797], ""type"": ""Point""}";47.33287180026797, 5.042467873373192
;3;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.042755737201156, 47.331058243168734], ""type"": ""Point""}";47.331058243168734, 5.042755737201156
12 Bd de Montaigne;3;Scellés;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.052224954107455, 47.348767845683014], ""type"": ""Point""}";47.348767845683014, 5.052224954107455
2 Av Junot;10;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.054849031560247, 47.322866349891406], ""type"": ""Point""}";47.322866349891406, 5.054849031560247
2 Bd de Verdun;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.053006021566228, 47.32672230218296], ""type"": ""Point""}";47.32672230218296, 5.053006021566228
4 Bd de Verdun;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.05295371820446, 47.32695864768213], ""type"": ""Point""}";47.32695864768213, 5.05295371820446
14 Bd de Verdun;8;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.053283256885324, 47.32779385564248], ""type"": ""Point""}";47.32779385564248, 5.053283256885324
6 rue Monastir dans la cour;4;Scellés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.053830427644987, 47.327477521801825], ""type"": ""Point""}";47.327477521801825, 5.053830427644987
30 Bd de Champagne;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.055461165203171, 47.328619606322384], ""type"": ""Point""}";47.328619606322384, 5.055461165203171
3bis Bd de Champagne;7;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.054291382749009, 47.328791837735125], ""type"": ""Point""}";47.328791837735125, 5.054291382749009
70 AV du Drapeau;5;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.044743179044416, 47.338738508807474], ""type"": ""Point""}";47.338738508807474, 5.044743179044416
91 Bd Pascal;3;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.045002399348892, 47.339477289078985], ""type"": ""Point""}";47.339477289078985, 5.045002399348892
87 Bd Pascal;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.045398955042915, 47.33946137783284], ""type"": ""Point""}";47.33946137783284, 5.045398955042915
rue Jean Dampt;5;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.054895770199057, 47.33900893790792], ""type"": ""Point""}";47.33900893790792, 5.054895770199057
42 AV Stalingrad;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.059302752270009, 47.3457699587357], ""type"": ""Point""}";47.3457699587357, 5.059302752270009
27 bis AV Françoise Giroud;5;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0503291944051645, 47.36145502864037], ""type"": ""Point""}";47.36145502864037, 5.0503291944051645
entrée parc de la Toison d'Or intérieur;10;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.05320630638086, 47.355207299062066], ""type"": ""Point""}";47.355207299062066, 5.05320630638086
place Marie de Bourgogne;5;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.052575426483072, 47.35536474562313], ""type"": ""Point""}";47.35536474562313, 5.052575426483072
2 AV de la Paix;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.04786000048843, 47.354851666763814], ""type"": ""Point""}";47.354851666763814, 5.04786000048843
2 rue Raoul Dufi;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.048296773077049, 47.35009817264516], ""type"": ""Point""}";47.35009817264516, 5.048296773077049
36 rue Robert Estienne;2;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.053954077304914, 47.303333161306014], ""type"": ""Point""}";47.303333161306014, 5.053954077304914
3 rue Colonel Quantin;3;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.05610507529447, 47.34083947167162], ""type"": ""Point""}";47.34083947167162, 5.05610507529447
;3;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.05338622329753, 47.337779999201665], ""type"": ""Point""}";47.337779999201665, 5.05338622329753
5 rue de Jouvence;3;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.039080466888505, 47.32904893557164], ""type"": ""Point""}";47.32904893557164, 5.039080466888505
;5;;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.003419999370511, 47.316039999977775], ""type"": ""Point""}";47.316039999977775, 5.003419999370511
1 AV du Lac;3;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.006725000403367, 47.31587833294953], ""type"": ""Point""}";47.31587833294953, 5.006725000403367
parking de la Combe a la Serpent;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [4.982181466818603, 47.32151051263046], ""type"": ""Point""}";47.32151051263046, 4.982181466818603
allée de Beauce;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.000836666574313, 47.3195616666867], ""type"": ""Point""}";47.3195616666867, 5.000836666574313
33 Av Raymond Poincaré;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0652972449646505, 47.3289942061232], ""type"": ""Point""}";47.3289942061232, 5.0652972449646505
;6;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.065985873266208, 47.32630881885398], ""type"": ""Point""}";47.32630881885398, 5.065985873266208
13 Bd Trimolet;2;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.064848421328989, 47.328134905679136], ""type"": ""Point""}";47.328134905679136, 5.064848421328989
22 Av Raymond Poincaré;4;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.060086606404033, 47.328719086726615], ""type"": ""Point""}";47.328719086726615, 5.060086606404033
;6;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.066082432546115, 47.32689786721758], ""type"": ""Point""}";47.32689786721758, 5.066082432546115
;13;;Boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.045934683816659, 47.337017230744436], ""type"": ""Point""}";47.337017230744436, 5.045934683816659
91 bis AV du Drapeau;5;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.044352970518025, 47.33909656754826], ""type"": ""Point""}";47.33909656754826, 5.044352970518025
;12;;;Dijon;2023;Existant;;"{""coordinates"": [5.075781582215417, 47.311389689591415], ""type"": ""Point""}";47.311389689591415, 5.075781582215417
;2;;;Dijon;2023;Existant;;"{""coordinates"": [5.0755550000371255, 47.31220166677282], ""type"": ""Point""}";47.31220166677282, 5.0755550000371255
place Général Ruffey;5;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.065519431337996, 47.32245456200276], ""type"": ""Point""}";47.32245456200276, 5.065519431337996
place Général Ruffey;8;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.065542855869082, 47.32253927950676], ""type"": ""Point""}";47.32253927950676, 5.065542855869082
;3;;;Dijon;2820;Existant;;"{""coordinates"": [5.072694755826624, 47.31281952282115], ""type"": ""Point""}";47.31281952282115, 5.072694755826624
110 AV Gustave Eiffel;3;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.014295680013745, 47.313703005656464], ""type"": ""Point""}";47.313703005656464, 5.014295680013745
rue Tivoli / Turgot;2;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.0393703830787615, 47.3169178851314], ""type"": ""Point""}";47.3169178851314, 5.0393703830787615
place de la Perspective;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.032664999840599, 47.31663333367934], ""type"": ""Point""}";47.31663333367934, 5.032664999840599
Sitée Dumay;12;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.038829856521729, 47.31802312292466], ""type"": ""Point""}";47.31802312292466, 5.038829856521729
Sitée Dumay;3;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.038924231114714, 47.31808715095411], ""type"": ""Point""}";47.31808715095411, 5.038924231114714
Sitée Dumay;5;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.039485749984691, 47.31873518319488], ""type"": ""Point""}";47.31873518319488, 5.039485749984691
Sitée Dumay;6;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.039231131095751, 47.31883825760131], ""type"": ""Point""}";47.31883825760131, 5.039231131095751
;6;;;Dijon;2028;Existant;;"{""coordinates"": [5.072785111002688, 47.31292719362329], ""type"": ""Point""}";47.31292719362329, 5.072785111002688
19 rue Pasteur;2;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.042159085243034, 47.31792045630345], ""type"": ""Point""}";47.31792045630345, 5.042159085243034
15 rue Amiral Roussin;2;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.041025405146868, 47.31974483462902], ""type"": ""Point""}";47.31974483462902, 5.041025405146868
7 rue du Palais;2;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.0418185280067025, 47.32052615095883], ""type"": ""Point""}";47.32052615095883, 5.0418185280067025
rue Michelet vers église;7;Boulonnés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.034729829008687, 47.32111497536655], ""type"": ""Point""}";47.32111497536655, 5.034729829008687
21 AV Gustave Eiffel;3;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.023453745027667, 47.31494521519453], ""type"": ""Point""}";47.31494521519453, 5.023453745027667
126 AV Jean Jaurès;3;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.022727341309951, 47.304520816304795], ""type"": ""Point""}";47.304520816304795, 5.022727341309951
;2;;Boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.0359277214996085, 47.31873111419905], ""type"": ""Point""}";47.31873111419905, 5.0359277214996085
6 place ST Bénigne;1;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.033571112591793, 47.32149377510958], ""type"": ""Point""}";47.32149377510958, 5.033571112591793
1 rue Mariotte;8;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.0332519313959, 47.321629535421536], ""type"": ""Point""}";47.321629535421536, 5.0332519313959
